-70.5407091,41.6341963,13.100000381469727
-70.54071,41.6341955,5.400000095367432
-70.54071,41.634196,3.5
-70.5407107,41.6341967,3.200000047683716
-70.5407115,41.6341965,13.699999809265137
-70.5407125,41.6341963,19.399999618530273
-70.5407133,41.6341962,5.199999809265137
-70.5407137,41.6341964,2.5999999046325684
-70.5407141,41.6341968,11.199999809265137
-70.5407146,41.6341968,16.600000381469727
-70.5407151,41.6341964,10.600000381469727
-70.5407155,41.6341965,3.0999999046325684
-70.5407153,41.6341974,7.300000190734863
-70.5407148,41.6341983,17.700000762939453
-70.5407168,41.6341993,13.699999809265137
-70.540706,41.634184,14.800000190734863
-70.5407023,41.6341995,17.600000381469727
-70.5406846,41.6342023,15.399999618530273
-70.5406568,41.6341899,15.0
-70.5406186,41.6341968,17.600000381469727
-70.5405469,41.6341987,17.200000762939453
-70.5405242,41.634194,1.100000023841858
-70.5405039,41.6342003,1.2000000476837158
-70.540489,41.6342085,1.100000023841858
-70.5404744,41.6342153,1.2000000476837158
-70.5404623,41.6342219,1.2000000476837158
-70.540453,41.6342283,1.2000000476837158
-70.5404464,41.6342343,2.0
-70.5404412,41.6342401,1.399999976158142
-70.5404373,41.6342458,1.2999999523162842
-70.5404346,41.6342513,2.200000047683716
-70.5404319,41.634259,1.2999999523162842
-70.5404279,41.63427,1.100000023841858
-70.5404126,41.6342799,1.2999999523162842
-70.5403357,41.6342785,1.600000023841858
-70.5402698,41.6342678,2.0
-70.5402163,41.6342636,2.0999999046325684
-70.5401601,41.6342656,2.0
-70.5401036,41.6342705,1.100000023841858
-70.540044,41.6342751,1.100000023841858
-70.5399829,41.6342781,1.2000000476837158
-70.5399214,41.6342797,1.2000000476837158
-70.5398591,41.6342811,1.2999999523162842
-70.5397985,41.6342821,1.5
-70.539737,41.6342832,1.5
-70.539675,41.6342852,1.7000000476837158
-70.5396145,41.6342867,1.7000000476837158
-70.5395534,41.6342875,2.0
-70.539492,41.6342882,2.0
-70.53943,41.6342896,2.0999999046325684
-70.5393691,41.6342912,2.200000047683716
-70.5393081,41.6342922,2.299999952316284
-70.5392465,41.6342927,2.4000000953674316
-70.5391842,41.6342941,2.5999999046325684
-70.539122,41.6342963,2.700000047683716
-70.5390611,41.6342978,3.0999999046325684
-70.539,41.6342983,3.299999952316284
-70.5389372,41.6342991,3.5
-70.538876,41.6343003,3.700000047683716
-70.5388146,41.6343015,4.199999809265137
-70.5387534,41.6343025,4.5
-70.5386937,41.6343024,4.900000095367432
-70.538633,41.6343019,5.300000190734863
-70.5385724,41.634302,5.800000190734863
-70.5385116,41.6343029,6.300000190734863
-70.5384511,41.6343035,6.699999809265137
-70.5383916,41.6343035,7.300000190734863
-70.5383311,41.634303,7.699999809265137
-70.5382701,41.6343038,7.699999809265137
-70.5382092,41.634305,8.399999618530273
-70.5381485,41.6343055,8.5
-70.5380269,41.6343054,8.899999618530273
-70.5379658,41.6343066,8.899999618530273
-70.5379053,41.6343076,9.399999618530273
-70.5378443,41.6343078,9.5
-70.5377832,41.6343084,9.5
-70.5377211,41.634309,9.5
-70.5376674,41.634311,9.5
-70.5376371,41.6343277,9.5
-70.5376348,41.6343874,9.800000190734863
-70.5376931,41.6344248,9.800000190734863
-70.5377677,41.6344064,9.800000190734863
-70.537817,41.634363,9.800000190734863
-70.5378674,41.6343299,9.5
-70.5379221,41.6343077,9.5
-70.5379826,41.6342919,9.399999618530273
-70.5380432,41.6342803,9.399999618530273
-70.5381597,41.634266,8.800000190734863
-70.5382184,41.6342604,8.399999618530273
-70.5382785,41.6342555,8.399999618530273
