longitude,latitude,z_seafloor_datum,z_water_surf,z_gps_datum
-70.635549352,41.347753873,-3.19978067395656,-3.12038067395656,0.0206
-70.635549468,41.347758609,-3.21397928620572,-3.12247928620572,0.0085
-70.635549861,41.347763213,-3.22387789845487,-3.12457789845487,0.0007
-70.635550028,41.347767718,-3.22944209914041,-3.11994209914041,-0.0095
-70.635549551,41.347772124,-3.20600613959083,-3.09300613959083,-0.013
-70.635548982,41.3477765,-3.18747018004124,-3.06607018004124,-0.0214
-70.635548811,41.347780918,-3.18053422049165,-3.03913422049165,-0.0414
-70.635549327,41.347785424,-3.13601902991689,-3.01251902991689,-0.0235
-70.635549447,41.347790283,-3.11005809472801,-2.98595809472801,-0.0241
-70.635549301,41.3477951,-3.13249715953913,-2.95939715953913,-0.0731
-70.635549142,41.347799639,-3.12366005422441,-2.93286005422441,-0.0908
-70.635549217,41.347804096,-3.10165440410061,-2.90635440410061,-0.0953
-70.635548845,41.34780857,-3.12994875397681,-2.87984875397681,-0.1501
-70.635547841,41.347812962,-3.11124310385302,-2.85334310385302,-0.1579
-70.63554687,41.34781759,-3.0878067685936,-2.8397067685936,-0.1481
-70.635546494,41.347822432,-3.10457555670682,-2.82607555670682,-0.1785
-70.635546679,41.347827381,-3.14114434482004,-2.81244434482004,-0.2287
-70.635546639,41.347832263,-3.15031313293326,-2.79881313293326,-0.2515
-70.635545985,41.347837089,-3.10868192104648,-2.78518192104648,-0.2235
-70.635545121,41.347841895,-3.08235070915969,-2.77155070915969,-0.2108
-70.635544729,41.347846651,-3.05823985049174,-2.76143985049174,-0.1968
-70.63554471,41.34785152,-3.06786638966197,-2.75856638966197,-0.2093
-70.635544426,41.347856515,-3.06629292883221,-2.75569292883221,-0.2106
-70.635543801,41.347861803,-3.07981946800245,-2.75281946800245,-0.227
-70.635543596,41.347866984,-3.12834600717269,-2.74994600717269,-0.2784
-70.635543971,41.347872062,-3.15217254634292,-2.74707254634292,-0.3051
-70.635544188,41.347877103,-3.14409908551316,-2.74419908551316,-0.2999
-70.635543775,41.347882313,-3.12555583395773,-2.72405583395773,-0.3015
-70.635543326,41.347887552,-3.10197275184296,-2.68677275184296,-0.3152
-70.635543522,41.34789263,-3.04528966972819,-2.64948966972819,-0.2958
-70.635544261,41.347897746,-2.98310448796958,-2.62610448796958,-0.257
-70.635544463,41.34790308,-2.98125647824404,-2.62155647824404,-0.2597
-70.635544135,41.34790839,-2.98100846851851,-2.61700846851851,-0.264
-70.635544294,41.347913506,-2.95506045879298,-2.61246045879298,-0.2426
-70.635545098,41.347918584,-2.93281244906745,-2.60791244906745,-0.2249
-70.635545668,41.347923799,-2.92266443934192,-2.60336443934192,-0.2193
-70.635545399,41.347929156,-2.93616211509943,-2.59816211509943,-0.238
-70.635545476,41.347934219,-2.92790382890679,-2.58980382890678,-0.2381
-70.635546363,41.34793919,-2.88814554271414,-2.58144554271414,-0.2067
-70.63554693,41.347944289,-2.89928725652149,-2.57308725652149,-0.2262
-70.635546826,41.347949511,-2.90840679865611,-2.56070679865611,-0.2477
-70.635546838,41.347954695,-2.90102055338272,-2.54712055338272,-0.2539
-70.635547495,41.347959774,-2.90093430810934,-2.53353430810934,-0.2674
-70.635548333,41.347964877,-2.91454806283596,-2.51994806283596,-0.2946
-70.635548492,41.347969985,-2.90296181756257,-2.50636181756257,-0.2966
-70.635548481,41.347974936,-2.85467557228919,-2.49277557228919,-0.2619
-70.635548746,41.347979971,-2.8168893270158,-2.4791893270158,-0.2377
-70.635549182,41.347985013,-2.80680308174242,-2.46560308174242,-0.2412
-70.635549395,41.347990027,-2.78701683646904,-2.45201683646904,-0.235
-70.635549323,41.347995035,-2.81353059119565,-2.43843059119565,-0.2751
-70.635548821,41.347999689,-2.83894434592227,-2.42484434592227,-0.3141
-70.635548004,41.34800401,-2.79465810064889,-2.41125810064889,-0.2834
-70.635546914,41.348008221,-2.76719292185495,-2.39889292185495,-0.2683
-70.635545299,41.348012096,-2.78196609934192,-2.40376609934192,-0.2782
-70.635543415,41.348015688,-2.77323927682889,-2.40863927682889,-0.2646
-70.635541608,41.348019254,-2.77091245431586,-2.41351245431586,-0.2574
-70.635539325,41.34802244,-2.77968563180283,-2.41838563180283,-0.2613
-70.63553684,41.348025351,-2.7389588092898,-2.4232588092898,-0.2157
-70.635534261,41.348028281,-2.71203198677677,-2.42813198677677,-0.1839
-70.635531378,41.348030993,-2.70924397739755,-2.43414397739755,-0.1751
-70.635528279,41.348033576,-2.70439201015492,-2.44409201015492,-0.1603
-70.635525142,41.348036224,-2.70674004291228,-2.45404004291228,-0.1527
-70.635521747,41.348038632,-2.69888807566965,-2.46398807566965,-0.1349
-70.63551818,41.348040831,-2.67991572595364,-2.48001572595364,-0.0999
-70.63551459,41.3480431,-2.66282875165264,-2.49692875165264,-0.0659
-70.635510773,41.348045183,-2.65842595981878,-2.50792595981878,-0.0505
-70.635506753,41.348047087,-2.66067722017953,-2.51827722017953,-0.0424
-70.635502583,41.34804889,-2.67062848054028,-2.52862848054028,-0.042
-70.635498394,41.348050589,-2.66471308733918,-2.53291308733918,-0.0318
-70.635494109,41.348052054,-2.63345059109666,-2.53435059109666,0.0009
-70.635489598,41.348053447,-2.61688809485413,-2.53578809485413,0.0189
-70.63548509,41.348054592,-2.6015255986116,-2.5372255986116,0.0357
-70.635480529,41.348055622,-2.57906310236907,-2.53866310236907,0.0596
-70.635475809,41.348056497,-2.56680060612654,-2.54010060612654,0.0733
-70.635471085,41.348057044,-2.56213810988401,-2.54153810988401,0.0794
-70.63546645,41.348057154,-2.5504588885381,-2.5442588885381,0.0938
-70.635461598,41.348057139,-2.58459045559544,-2.54719045559544,0.0626
-70.635457092,41.348056682,-2.63512202265278,-2.55012202265278,0.015
-70.635452837,41.348055803,-2.62493289605651,-2.53323289605651,0.0083
-70.635448451,41.348054905,-2.61069402690763,-2.49759402690763,-0.0131
-70.63544426,41.348053727,-2.62835515775875,-2.46195515775875,-0.0664
-70.635440434,41.34805216,-2.63946311168867,-2.44136311168867,-0.0981
-70.635436755,41.348050153,-2.66940355475915,-2.45680355475915,-0.1126
-70.635432797,41.348048046,-2.70754399782963,-2.47224399782963,-0.1353
-70.635428465,41.348045931,-2.73868444090012,-2.48768444090012,-0.151
-70.635423788,41.348043571,-2.7581248839706,-2.5031248839706,-0.155
-70.635418637,41.348040979,-2.79156532704108,-2.51856532704108,-0.173
-70.635412893,41.348038739,-2.81465829558233,-2.53385829558233,-0.1808
-70.635406438,41.348036792,-2.83829925617782,-2.54819925617782,-0.1901
-70.63539944,41.348035037,-2.83434021677332,-2.56254021677332,-0.1718
-70.635391893,41.348033742,-2.80748117736882,-2.57688117736882,-0.1306
-70.635383859,41.34803301,-2.79632213796431,-2.59122213796431,-0.1051
-70.63537526,41.348032676,-2.78756309855981,-2.60556309855981,-0.082
-70.635366367,41.348032367,-2.80300405915531,-2.61990405915531,-0.0831
-70.635357532,41.348032405,-2.81263886461709,-2.61823886461709,-0.0944
-70.635348836,41.348032348,-2.80511415065354,-2.59561415065354,-0.1095
-70.635340463,41.348031534,-2.76348943668999,-2.57298943668999,-0.0905
-70.635332359,41.348030081,-2.74281817432438,-2.54691817432438,-0.0959
-70.635324727,41.348028418,-2.70754437013003,-2.45834437013003,-0.1492
-70.635317624,41.348026686,-2.68586005994344,-2.39896005994344,-0.1869
-70.635310962,41.348024811,-2.69675793555371,-2.40015793555371,-0.1966
-70.635304774,41.348022425,-2.71745581116399,-2.40135581116399,-0.2161
-70.635299365,41.348019648,-2.72915368677427,-2.40255368677427,-0.2266
-70.635294325,41.348016878,-2.72105156238455,-2.40375156238455,-0.2173
-70.635289389,41.348014309,-2.74264943799483,-2.40494943799483,-0.2377
-70.6352852,41.348011546,-2.74074731360511,-2.40614731360511,-0.2346
-70.635281459,41.34800864,-2.71804518921538,-2.40734518921538,-0.2107
-70.635278085,41.348005758,-2.69534306482566,-2.40854306482566,-0.1868
-70.635275097,41.348003082,-2.63854094043594,-2.40974094043594,-0.1288
-70.635272077,41.348000602,-2.56220768369304,-2.41270768369304,-0.0495
-70.635269479,41.34799797,-2.51333922930305,-2.41603922930305,0.0027
-70.635267457,41.347995246,-2.46647077491306,-2.41937077491306,0.0529
-70.635265661,41.347992579,-2.43793121882691,-2.42193121882691,0.084
-70.635264006,41.347989919,-2.42650307982904,-2.42340307982904,0.0969
-70.635262689,41.347987231,-2.41307494083116,-2.42487494083116,0.1118
-70.635262068,41.347984376,-2.40794680183329,-2.42634680183329,0.1184
-70.635261579,41.347981396,-2.45041866283542,-2.42781866283542,0.0774
-70.635261365,41.347978383,-2.51759052383755,-2.42929052383754,0.0117
-70.635261535,41.347975369,-2.55866238483967,-2.43076238483967,-0.0279
-70.635261959,41.347972164,-2.5952342458418,-2.4322342458418,-0.063
-70.635262558,41.347968899,-2.65869625732822,-2.43609625732822,-0.1226
-70.635263669,41.347965651,-2.72205124408279,-2.44105124408279,-0.181
-70.635265083,41.347962363,-2.76522899237248,-2.44472899237248,-0.2205
-70.635266561,41.347959012,-2.80121324699526,-2.44641324699526,-0.2548
-70.635268055,41.347955606,-2.83509750161803,-2.44809750161803,-0.287
-70.635269788,41.347952166,-2.86758175624081,-2.44978175624081,-0.3178
-70.635271931,41.347948786,-2.89666601086358,-2.45146601086358,-0.3452
-70.635274329,41.347945441,-2.93075026548636,-2.45315026548636,-0.3776
-70.635276655,41.347942059,-2.96063452010913,-2.45483452010913,-0.4058
-70.635278903,41.347938711,-3.00572658707348,-2.49392658707348,-0.4118
-70.635281456,41.347935465,-3.04746626747703,-2.55436626747703,-0.3931
-70.635284529,41.347932234,-3.09420594788058,-2.61480594788058,-0.3794
-70.635287471,41.347928854,-3.12701708285415,-2.66291708285415,-0.3641
-70.635289913,41.347925143,-3.13276353728601,-2.68366353728601,-0.3491
-70.635292163,41.347921203,-3.14330999171786,-2.70440999171786,-0.3389
-70.635294451,41.347917071,-3.13345644614971,-2.72515644614971,-0.3083
-70.635296819,41.347912715,-3.12340290058156,-2.74590290058156,-0.2775
-70.63529867,41.347908211,-3.11204935501342,-2.76664935501342,-0.2454
-70.635299995,41.347903567,-3.09419580944527,-2.78739580944527,-0.2068
-70.635301132,41.34789873,-3.07874226387712,-2.80814226387712,-0.1706
-70.635302179,41.347893742,-3.06078871830897,-2.82888871830897,-0.1319
-70.635303109,41.347888791,-3.03823517274083,-2.84963517274083,-0.0886
-70.635303921,41.347883936,-3.02794164142022,-2.86814164142022,-0.0598
-70.635304797,41.347879115,-3.03658044342911,-2.88528044342911,-0.0513
-70.635305657,41.347874328,-3.057719245438,-2.902419245438,-0.0553
-70.635306637,41.34786955,-3.0827056285879,-2.9222056285879,-0.0605
-70.635307523,41.347864781,-3.08664485720978,-2.95014485720978,-0.0365
-70.63530803,41.347860072,-3.06048408583165,-2.97808408583165,0.0176
-70.63530817,41.347855322,-3.04672331445353,-3.00602331445353,0.0593
-70.635308308,41.347850503,-3.04548288607337,-2.97988288607337,0.0344
-70.63530858,41.34784575,-3.06028456485046,-2.94068456485046,-0.0196
-70.635308844,41.347841083,-3.06688624362756,-2.90148624362756,-0.0654
-70.635309169,41.347836377,-3.09950768568618,-2.87340768568618,-0.1261
-70.635309542,41.347831691,-3.1605114975873,-2.8636114975873,-0.1969
-70.635309733,41.34782715,-3.16621530948842,-2.85381530948842,-0.2124
-70.63531009,41.347822511,-3.17711912138954,-2.84401912138954,-0.2331
-70.635310667,41.347817932,-3.19652293329066,-2.83422293329066,-0.2623
-70.635311004,41.347813435,-3.18552674519178,-2.82442674519178,-0.2611
-70.635311158,41.347808943,-3.16779801737534,-2.81139801737534,-0.2564
-70.63531143,41.347804578,-3.14065573529445,-2.79475573529445,-0.2459
-70.635311651,41.347800334,-3.08181345321356,-2.77811345321356,-0.2037
-70.635311561,41.347796189,-3.03313539621867,-2.76433539621867,-0.1688
-70.635311323,41.347792132,-3.05863306564973,-2.80013306564973,-0.1585
-70.635311204,41.347788189,-3.07603073508079,-2.83593073508079,-0.1401
-70.635311134,41.347784323,-3.08902840451185,-2.87172840451185,-0.1173
-70.635311234,41.347780368,-3.11232607394291,-2.90752607394291,-0.1048
-70.635311449,41.347776455,-3.13362374337397,-2.94332374337397,-0.0903
-70.635311466,41.347772557,-3.15172141280503,-2.97912141280503,-0.0726
-70.63531148,41.34776852,-3.20171908223609,-3.01491908223609,-0.0868
-70.63531168,41.347764486,-3.27171675166715,-3.05071675166715,-0.121
-70.635311716,41.347760648,-3.29901442109821,-3.08651442109821,-0.1125
-70.63531145,41.347756901,-3.28821209052927,-3.12231209052927,-0.0659
-70.635311292,41.347753087,-3.24497061200816,-3.10967061200816,-0.0353
-70.635311293,41.347749335,-3.23264472226864,-3.09114472226864,-0.0415
-70.63531134,41.347745662,-3.25319685699338,-3.09809685699338,-0.0551
-70.635311222,41.34774203,-3.26506693507789,-3.11036693507789,-0.0547
-70.635310984,41.347738456,-3.26823701316239,-3.12263701316239,-0.0456
-70.63531099,41.347734931,-3.24527126337564,-3.12887126337564,-0.0164
-70.635311336,41.347731407,-3.21774562373928,-3.13264562373928,0.0149
-70.635311479,41.347727932,-3.19461998410291,-3.13641998410291,0.0418
-70.635311314,41.347724526,-3.17449434446655,-3.14019434446655,0.0657
-70.63531144,41.347721121,-3.16046870483019,-3.14396870483019,0.0835
-70.635311916,41.34771778,-3.14904306519383,-3.14774306519383,0.0987
-70.635312379,41.347714345,-3.16561742555746,-3.15151742555746,0.0859
-70.635312573,41.347710935,-3.2028917859211,-3.1552917859211,0.0524
-70.635312581,41.347707579,-3.22006614628474,-3.15906614628474,0.039
-70.635312541,41.347704087,-3.24484050664838,-3.16284050664838,0.018
-70.635312625,41.347700569,-3.28052268853651,-3.16102268853651,-0.0195
-70.635312547,41.347697142,-3.29181935077284,-3.15511935077284,-0.0367
-70.635312444,41.347693668,-3.30601601300917,-3.14921601300917,-0.0568
-70.635312496,41.347690236,-3.33352150698088,-3.14482150698088,-0.0887
-70.635312805,41.347686766,-3.35862150698088,-3.14482150698088,-0.1138
-70.635313296,41.3476832,-3.41552150698088,-3.14482150698088,-0.1707
-70.63531323,41.347679663,-3.45622150698088,-3.14482150698088,-0.2114
-70.635312974,41.347676021,-3.48932150698088,-3.14482150698088,-0.2445
-70.635313016,41.347672353,-3.52592150698088,-3.14482150698088,-0.2811
-70.635312863,41.347668708,-3.53172150698088,-3.14482150698088,-0.2869
-70.635312731,41.347665072,-3.54092150698088,-3.14482150698088,-0.2961
-70.635312917,41.347661579,-3.52712150698088,-3.14482150698088,-0.2823
-70.635313362,41.347658096,-3.49472150698088,-3.14482150698088,-0.2499
-70.635313754,41.347654644,-3.46152150698088,-3.14482150698088,-0.2167
-70.63531414,41.347651206,-3.42862150698088,-3.14482150698088,-0.1838
-70.635314613,41.347647835,-3.39673145435059,-3.14643145435059,-0.1503
-70.635314908,41.347644518,-3.36396384748351,-3.15216384748351,-0.1118
-70.635315207,41.34764112,-3.34249624061643,-3.15789624061643,-0.0846
-70.635315419,41.347637629,-3.34912863374934,-3.16362863374934,-0.0855
-70.635315486,41.347634139,-3.35627166311665,-3.16277166311665,-0.0935
-70.635315081,41.347630672,-3.35773778326813,-3.16083778326813,-0.0969
-70.635314768,41.347627045,-3.3816039034196,-3.1589039034196,-0.1227
-70.63531449,41.347623416,-3.41697002357108,-3.15697002357108,-0.16
-70.635314088,41.347619781,-3.43173614372255,-3.15503614372255,-0.1767
-70.635313481,41.347616163,-3.44410226387402,-3.15310226387402,-0.191
-70.6353129,41.347612573,-3.4324683840255,-3.1511683840255,-0.1813
-70.635312545,41.347608953,-3.40703450417697,-3.14923450417697,-0.1578
-70.635312355,41.34760536,-3.39480062432844,-3.14730062432844,-0.1475
-70.635312237,41.347601784,-3.39536674447992,-3.14536674447992,-0.15
-70.635312174,41.34759825,-3.3906828398925,-3.1352828398925,-0.1554
-70.635312306,41.347594707,-3.40121310141324,-3.13541310141324,-0.1658
-70.63531269,41.34759111,-3.44873749100331,-3.16453749100331,-0.1842
-70.635313039,41.347587701,-3.46332930410097,-3.17862930410097,-0.1847
-70.635313186,41.347584234,-3.46952111719863,-3.19272111719863,-0.1768
-70.635313237,41.347580723,-3.47816078751622,-3.19596078751622,-0.1822
-70.63531332,41.347577125,-3.46476840772597,-3.17306840772597,-0.1917
-70.635313485,41.347573513,-3.44047602793572,-3.15017602793572,-0.1903
-70.635313191,41.347569866,-3.42218364814548,-3.12728364814547,-0.1949
-70.635312465,41.347566232,-3.42829126835523,-3.10439126835523,-0.2239
-70.635311943,41.347562503,-3.43719888856498,-3.08149888856498,-0.2557
-70.635311836,41.347558737,-3.41990650877473,-3.05860650877473,-0.2613
-70.635311644,41.347554959,-3.44655069733217,-3.10055069733217,-0.246
-70.635311171,41.347551293,-3.49907300840355,-3.18377300840355,-0.2153
-70.635310812,41.347547639,-3.52609531947492,-3.26699531947492,-0.1591
-70.635310985,41.347544031,-3.5187176305463,-3.3502176305463,-0.0685
-70.635311227,41.347540556,-3.49383994161768,-3.43343994161768,0.0396
-70.635311383,41.347537223,-3.46626225268906,-3.51666225268906,0.1504
-70.635311664,41.347533945,-3.45158456376043,-3.59988456376043,0.2483
-70.635312153,41.347530583,-3.40209885200972,-3.61639885200972,0.3143
-70.635312442,41.347527144,-3.37894642396594,-3.60514642396594,0.3262
-70.635312212,41.34752377,-3.36809399592217,-3.59389399592217,0.3258
-70.635311752,41.347520209,-3.35507556282579,-3.57377556282579,0.3187
-70.635311267,41.34751664,-3.34687639819017,-3.53367639819017,0.2868
-70.635310683,41.347513057,-3.35097723355456,-3.49357723355456,0.2426
-70.635310129,41.347509432,-3.38727806891894,-3.45347806891894,0.1662
-70.635310202,41.347505612,-3.43377890428333,-3.41337890428333,0.0796
-70.635310861,41.347501732,-3.45917973964771,-3.37327973964771,0.0141
-70.635311498,41.347497773,-3.4731805750121,-3.3331805750121,-0.04
-70.635311626,41.347493806,-3.51186013107774,-3.31286013107774,-0.099
-70.635311574,41.347489925,-3.54326032341432,-3.30536032341432,-0.1379
-70.635311961,41.347485987,-3.55406051575091,-3.29786051575091,-0.1562
-70.635312479,41.347482037,-3.55156070808749,-3.29036070808749,-0.1612
-70.635312455,41.347478245,-3.56276090042408,-3.28286090042408,-0.1799
-70.635311916,41.347474639,-3.56576109276067,-3.27536109276067,-0.1904
-70.635311734,41.347471058,-3.54306128509725,-3.26786128509725,-0.1752
-70.635311998,41.347467384,-3.50426147743384,-3.26036147743384,-0.1439
-70.635311792,41.347463752,-3.48316166977042,-3.25286166977042,-0.1303
-70.635310925,41.347460305,-3.45546186210701,-3.24536186210701,-0.1101
-70.635310153,41.347456757,-3.43252215357802,-3.24092215357802,-0.0916
-70.635310137,41.347453001,-3.42672215357802,-3.24092215357802,-0.0858
-70.635310247,41.347449212,-3.44882215357802,-3.24092215357802,-0.1079
-70.635309682,41.347445468,-3.48712215357802,-3.24092215357802,-0.1462
-70.63530898,41.347441746,-3.58791993813237,-3.30921993813237,-0.1787
-70.635308831,41.347437849,-3.68564328769172,-3.37834328769172,-0.2073
-70.635309062,41.347433926,-3.79486663725106,-3.44746663725106,-0.2474
-70.635308896,41.3474301,-3.88685404302015,-3.49255404302015,-0.2943
-70.635308435,41.347426308,-3.95342933230121,-3.51602933230121,-0.3374
-70.635308323,41.347422532,-3.99260462158226,-3.53950462158226,-0.3531
-70.635308803,41.347418863,-3.99957991086332,-3.56297991086332,-0.3366
-70.635309319,41.34741528,-3.97865520014437,-3.58645520014437,-0.2922
-70.635309403,41.347411898,-3.91213048942543,-3.60993048942543,-0.2022
-70.635309543,41.347408665,-3.81020577870648,-3.63340577870648,-0.0768
-70.635310297,41.34740545,-3.69648106798754,-3.65688106798754,0.0604
-70.635311317,41.347402252,-3.59895635726859,-3.68035635726859,0.1814
-70.635311596,41.347399169,-3.52143164654965,-3.70383164654965,0.2824
-70.635311137,41.347396083,-3.44881531972928,-3.70991531972928,0.3611
-70.6353108,41.347392819,-3.40153344852494,-3.68133344852494,0.3798
-70.635310576,41.347389456,-3.41595157732059,-3.65275157732059,0.3368
-70.63531002,41.347385998,-3.4853227933928,-3.6240227933928,0.2387
-70.635309295,41.347382441,-3.57026592657858,-3.57136592657858,0.1011
-70.635308984,41.347378721,-3.64930905976437,-3.51870905976437,-0.0306
-70.635309146,41.347374828,-3.70965219295016,-3.46605219295016,-0.1436
-70.635309256,41.347370936,-3.75299532613595,-3.41339532613595,-0.2396
-70.635308952,41.347367087,-3.78583845932174,-3.36073845932174,-0.3251
-70.635308424,41.347363222,-3.82008159250753,-3.30808159250753,-0.412
-70.63530821,41.34735939,-3.83762472569332,-3.25542472569332,-0.4822
-70.635308229,41.347355643,-3.81656785887911,-3.20276785887911,-0.5138
-70.635308051,41.347351942,-3.7491109920649,-3.1501109920649,-0.499
-70.63530771,41.347348316,-3.65975412525069,-3.09745412525069,-0.4623
-70.635307383,41.347344723,-3.70673842803575,-3.17263842803575,-0.4341
-70.635306949,41.347341242,-3.77269481683545,-3.27599481683544,-0.3967
-70.635306494,41.34733785,-3.80605120563514,-3.37935120563514,-0.3267
-70.635306147,41.347334529,-3.75260502245206,-3.42650502245206,-0.2261
-70.635305846,41.347331224,-3.65328112438682,-3.41498112438682,-0.1383
-70.635305793,41.347327751,-3.59775722632158,-3.40345722632158,-0.0943
-70.635306189,41.347324076,-3.61052750083922,-3.39102750083922,-0.1195
-70.635306805,41.347320259,-3.67169229222011,-3.37419229222011,-0.1975
-70.635307214,41.347316385,-3.765857083601,-3.357357083601,-0.3085
-70.635307213,41.347312445,-3.86482187498189,-3.34052187498189,-0.4243
-70.635307106,41.347308463,-3.93588666636278,-3.32368666636278,-0.5122
-70.635307095,41.347304518,-3.95285145774367,-3.30685145774367,-0.546
-70.635306876,41.347300676,-3.92381624912456,-3.29001624912456,-0.5338
-70.635306185,41.347296898,-3.87098104050545,-3.27318104050545,-0.4978
-70.635305475,41.347293115,-3.80874583188634,-3.25634583188634,-0.4524
-70.635305125,41.347289375,-3.74161062326723,-3.23951062326723,-0.4021
-70.635304867,41.347285609,-3.65997541464812,-3.22267541464812,-0.3373
-70.635304318,41.347281736,-3.6184114071693,-3.2339114071693,-0.2845
-70.635303778,41.347277883,-3.5945044102448,-3.2458044102448,-0.2487
-70.635303524,41.34727395,-3.57749741332029,-3.25769741332029,-0.2198
-70.63530331,41.347269956,-3.62150051916565,-3.31490051916565,-0.2066
-70.635302963,41.347265881,-3.69439882011053,-3.38629882011053,-0.2081
-70.63530277,41.347261825,-3.7569971210554,-3.4576971210554,-0.1993
-70.635302828,41.347257811,-3.78059542200028,-3.52909542200028,-0.1515
-70.635302991,41.347253882,-3.75009372294516,-3.60049372294516,-0.0496
-70.6353032,41.347250264,-3.65889202389004,-3.67189202389004,0.113
-70.635303768,41.347247,-3.41828734109542,-3.68048734109542,0.3622
-70.635304731,41.347243809,-3.11857460744837,-3.64627460744837,0.6277
-70.63530583,41.347240439,-3.83466187380131,-3.61206187380131,-0.1226
-70.635306784,41.347236731,-3.80044914015426,-3.57784914015426,-0.1226
-70.635306952,41.347233017,-3.2007364065072,-3.5436364065072,0.4429
-70.635306566,41.347229202,-3.44322367286015,-3.50942367286015,0.1662
-70.635306605,41.347225117,-3.59491093921309,-3.47521093921309,-0.0197
-70.635306569,41.347220978,-3.66519820556603,-3.44099820556603,-0.1242
-70.63530598,41.347217054,-3.66708547191898,-3.40678547191898,-0.1603
-70.6353053,41.347213276,-3.65507273827192,-3.37257273827192,-0.1825
-70.635305127,41.347209442,-3.62053805426857,-3.31043805426857,-0.2101
-70.635305132,41.347205573,-3.56158907257903,-3.22098907257903,-0.2406
-70.635304879,41.347201725,-3.61666895513205,-3.25436895513205,-0.2623
-70.635304387,41.347197917,-3.6839652484954,-3.3193652484954,-0.2646
-70.635304123,41.347194208,-3.72506154185875,-3.38436154185875,-0.2407
-70.635304383,41.347190544,-3.7158578352221,-3.4493578352221,-0.1665
-70.635304793,41.347186938,-3.66965412858545,-3.51435412858545,-0.0553
-70.63530523,41.347183364,-3.6228504219488,-3.5793504219488,0.0565
-70.635305905,41.347179666,-3.55762320478141,-3.57302320478141,0.1154
-70.635306709,41.347175784,-3.52659899574682,-3.52099899574682,0.0944
-70.63530729,41.347171811,-3.59097478671223,-3.46897478671223,-0.022
-70.635307495,41.34716781,-3.6730269158972,-3.4007269158972,-0.1723
-70.635307534,41.347163711,-3.69114654120044,-3.29314654120044,-0.298
-70.635307366,41.347159611,-3.64616616650367,-3.18556616650367,-0.3606
-70.635306825,41.347155662,-3.5466857918069,-3.0779857918069,-0.3687
-70.635306022,41.347151965,-3.53624619648992,-3.07714619648992,-0.3591
-70.635305244,41.347148387,-3.52062783197411,-3.08682783197411,-0.3338
-70.635304714,41.347144887,-3.48140946745831,-3.09650946745831,-0.2849
-70.635304243,41.347141429,-3.4261911029425,-3.1061911029425,-0.22
-70.635303651,41.347137913,-3.3945727384267,-3.1158727384267,-0.1787
-70.635303181,41.347134329,-3.38925437391089,-3.12555437391089,-0.1637
-70.635303158,41.347130628,-3.39953600939508,-3.13523600939508,-0.1643
-70.635303305,41.347126825,-3.42121764487928,-3.14491764487928,-0.1763
-70.635303539,41.347122935,-3.46299928036347,-3.15459928036347,-0.2084
-70.63530401,41.347118974,-3.50448091584767,-3.16428091584767,-0.2402
-70.635304697,41.347115015,-3.54636255133186,-3.17396255133186,-0.2724
-70.635305119,41.347111197,-3.54974418681606,-3.18364418681606,-0.2661
-70.635305423,41.347107427,-3.53156244211808,-3.22436244211808,-0.2072
-70.635305598,41.347103723,-3.49952548229441,-3.26642548229441,-0.1331
-70.635305432,41.347100052,-3.46058852247074,-3.30848852247074,-0.0521
-70.635305147,41.34709635,-3.43075156264707,-3.35055156264707,0.0198
-70.635305149,41.347092563,-3.4510146028234,-3.3926146028234,0.0416
-70.635305449,41.347088646,-3.52897764299973,-3.43467764299973,0.0057
-70.635305679,41.347084759,-3.60300978977922,-3.46980978977922,-0.0332
-70.635306002,41.347080936,-3.57291469885689,-3.45761469885689,-0.0153
-70.635306355,41.34707714,-3.52841960793456,-3.44541960793456,0.017
-70.635306511,41.347073369,-3.50802451701224,-3.43322451701223,0.0252
-70.635306153,41.347069596,-3.5263674408931,-3.4350674408931,0.0087
-70.635305637,41.347065775,-3.54597671214226,-3.43827671214226,-0.0077
-70.635305317,41.347061898,-3.55418598339142,-3.44148598339142,-0.0127
-70.635305346,41.347057984,-3.54569525464057,-3.44469525464057,-0.001
-70.635305508,41.347054101,-3.51940452588973,-3.44790452588973,0.0285
-70.635305609,41.347050283,-3.48911379713889,-3.45111379713889,0.062
-70.63530586,41.347046347,-3.44122034783691,-3.42022034783691,0.079
-70.635306258,41.347042378,-3.44250863232611,-3.38080863232611,0.0383
-70.635306421,41.347038385,-3.47699691681532,-3.34139691681532,-0.0356
-70.635306267,41.347034458,-3.4917954898325,-3.3075954898325,-0.0842
-70.635305997,41.347030582,-3.49581816089952,-3.28251816089952,-0.1133
-70.635305896,41.347026697,-3.49044083196653,-3.25744083196653,-0.133
-70.635305899,41.347022799,-3.48246350303354,-3.23236350303354,-0.1501
-70.635305772,41.34701891,-3.47138617410056,-3.20728617410056,-0.1641
-70.635305428,41.347015076,-3.45560884516757,-3.18220884516757,-0.1734
-70.635305162,41.347011189,-3.43103151623458,-3.15713151623458,-0.1739
-70.635305176,41.347007272,-3.3944541873016,-3.1320541873016,-0.1624
-70.635305327,41.347003378,-3.35357685836861,-3.10697685836861,-0.1466
-70.635305446,41.346999409,-3.43806948849362,-3.19266948849362,-0.1454
-70.635305679,41.346995393,-3.39332937643548,-3.14342937643548,-0.1499
-70.635306071,41.346991375,-3.35368452188548,-3.10938452188548,-0.1443
