longitude,latitude,z_seafloor_datum,z_water_surf,z_gps_datum
-70.636262273,41.345630863,-7.19340449049476,-7.04190449049476,-0.0515
-70.636262656,41.345635329,-7.17856409859847,-7.01606409859847,-0.0625
-70.636262706,41.345639659,-7.19792370670218,-6.99022370670218,-0.1077
-70.636262241,41.345643797,-7.18038331480588,-6.96438331480588,-0.116
-70.636261855,41.345647991,-7.17908363090552,-6.92508363090552,-0.154
-70.636261642,41.345652273,-7.20696111276577,-6.87986111276577,-0.2271
-70.636261222,41.345656493,-7.20243859462602,-6.83463859462602,-0.2678
-70.636260944,41.345660792,-7.17115044485022,-6.79585044485022,-0.2753
-70.636260737,41.345665385,-7.15687298584773,-6.77127298584773,-0.2856
-70.636260574,41.345669908,-7.13429552684525,-6.74669552684525,-0.2876
-70.63626087,41.345674467,-7.11111806784276,-6.72211806784276,-0.289
-70.636260874,41.345678889,-7.10044060884028,-6.69754060884028,-0.3029
-70.636260251,41.34568318,-7.07276314983779,-6.67296314983779,-0.2998
-70.636259077,41.345687427,-7.05368569083531,-6.64838569083531,-0.3053
-70.63625846,41.345691797,-7.05160823183282,-6.62380823183282,-0.3278
-70.636258458,41.34569632,-7.05213077283034,-6.59923077283034,-0.3529
-70.636258071,41.345701168,-7.04865331382785,-6.57465331382785,-0.374
-70.63625776,41.345705944,-7.01655010864574,-6.55135010864574,-0.3652
-70.636258076,41.345710723,-6.95905999673559,-6.53395999673559,-0.3251
-70.636258491,41.345715562,-6.93806988482544,-6.51656988482544,-0.3215
-70.636258131,41.345720177,-6.93097977291529,-6.49917977291529,-0.3318
-70.636257252,41.345724739,-6.93297671176691,-6.49657671176691,-0.3364
-70.636256399,41.345729436,-6.97257671176691,-6.49657671176691,-0.376
-70.63625631,41.345734151,-7.01877671176691,-6.49657671176691,-0.4222
-70.636255861,41.345739048,-7.00617671176691,-6.49657671176691,-0.4096
-70.63625522,41.345744237,-6.95467671176691,-6.49657671176691,-0.3581
-70.636255122,41.345749618,-6.90927671176691,-6.49657671176691,-0.3127
-70.636255835,41.345755012,-6.86366027404521,-6.51256027404521,-0.2511
-70.636256796,41.345760309,-6.80436856403553,-6.53266856403553,-0.1717
-70.636257345,41.345765511,-6.73577685402584,-6.55277685402584,-0.083
-70.636257395,41.345770665,-6.72618514401616,-6.57288514401616,-0.0533
-70.636257148,41.345775536,-6.70659343400648,-6.59299343400648,-0.0136
-70.636257484,41.345780434,-6.71970172399679,-6.61310172399679,-0.0066
-70.6362577,41.345785364,-6.77934735219088,-6.62254735219088,-0.0568
-70.636257658,41.34579049,-6.77736722130589,-6.54896722130589,-0.1284
-70.636257388,41.345795629,-6.74098709042089,-6.47538709042089,-0.1656
-70.636257662,41.345800807,-6.6577069595359,-6.4018069595359,-0.1559
-70.636258556,41.345806181,-6.59510998156245,-6.35670998156245,-0.1384
-70.636259387,41.345811833,-6.5783177410013,-6.3222177410013,-0.1561
-70.636259926,41.345817425,-6.58713185005003,-6.32433185005003,-0.1628
-70.636260767,41.345822756,-6.56665597707757,-6.36145597707757,-0.1052
-70.636261746,41.345828065,-6.57618010410512,-6.39858010410512,-0.0776
-70.636262092,41.345833203,-6.57018844202632,-6.42008844202633,-0.0501
-70.636262628,41.345838178,-6.50548844202633,-6.42008844202633,0.0146
-70.636263444,41.34584317,-6.47758844202632,-6.42008844202633,0.0425
-70.636264154,41.345848308,-6.5136570299322,-6.4209570299322,0.0073
-70.636264911,41.345853371,-6.53810718353159,-6.43250718353159,-0.0056
-70.636265761,41.34585838,-6.49965733713098,-6.44405733713098,0.0444
-70.636266631,41.34586346,-6.49400749073038,-6.45560749073038,0.0616
-70.636267618,41.345868419,NaN,NaN,0.1033
-70.63626868,41.345873401,NaN,NaN,0.1378
-70.636269499,41.345878429,NaN,NaN,0.149
-70.63627043,41.345883306,NaN,NaN,0.1586
-70.636271128,41.345887964,NaN,NaN,0.1992
-70.636271786,41.345892589,NaN,NaN,0.2151
-70.636272119,41.345897017,NaN,NaN,0.2325
-70.63627252,41.345901254,NaN,NaN,0.2596
-70.636272912,41.345905587,NaN,NaN,0.2441
-70.63627325,41.345909926,NaN,NaN,0.1862
-70.636273697,41.345914011,NaN,NaN,0.1713
-70.636273985,41.345918309,NaN,NaN,0.1351
-70.636274119,41.345922728,NaN,NaN,0.0689
-70.636274729,41.345927011,NaN,NaN,0.0337
-70.63627565,41.345931271,NaN,NaN,0.0027
-70.636275923,41.345935407,NaN,NaN,-0.0328
-70.636275626,41.345939392,NaN,NaN,-0.0793
-70.636275301,41.345943335,NaN,NaN,-0.1359
-70.636275059,41.345947209,-6.50758891612777,-6.21518891612777,-0.1924
-70.636274692,41.345951042,-6.45952280334468,-6.12002280334468,-0.2395
-70.636274271,41.345954805,-6.37085669056159,-6.02485669056159,-0.246
-70.636273375,41.345958868,-6.29560647395768,-5.94630647395768,-0.2493
-70.636272942,41.345963015,-6.25539007193419,-5.90139007193419,-0.254
-70.636273328,41.345967369,-6.2079736699107,-5.8564736699107,-0.2515
-70.636273643,41.34597172,-6.18405726788721,-5.81155726788721,-0.2725
-70.636273177,41.345975973,-6.15944086586372,-5.76664086586372,-0.2928
-70.636272411,41.345980202,-6.17459803439205,-5.72259803439205,-0.352
-70.636271661,41.345984123,-6.14395351526873,-5.67905351526873,-0.3649
-70.636271003,41.345988201,-6.10790899614542,-5.63550899614542,-0.3724
-70.636269907,41.345992456,-6.11265098540224,-5.59825098540224,-0.4144
-70.63626903,41.34599686,-6.09110458116291,-5.56610458116291,-0.425
-70.636268579,41.346001333,-6.01105817692359,-5.53395817692359,-0.3771
-70.636268408,41.346006078,-5.95581177268426,-5.50181177268426,-0.354
-70.636268194,41.346010672,-5.91906536844494,-5.46966536844494,-0.3494
-70.636267862,41.346015123,-5.85841896420561,-5.43751896420561,-0.3209
-70.636267231,41.34601972,-5.84337255996629,-5.40537255996629,-0.338
-70.636266297,41.346024423,-5.82902615572696,-5.37322615572696,-0.3558
-70.636265613,41.346029089,-5.80597975148764,-5.34107975148764,-0.3649
-70.63626524,41.34603367,-5.74273334724831,-5.30893334724831,-0.3338
-70.636264408,41.346038216,-5.71029811850677,-5.29279811850677,-0.3175
-70.636262688,41.346042496,-5.74161803061882,-5.29841803061882,-0.3432
-70.636260586,41.346046354,-5.72813794273087,-5.30403794273087,-0.3241
-70.636258885,41.346050251,-5.70353680100092,-5.30883680100092,-0.2947
-70.636256975,41.346054124,-5.72149932763699,-5.30689932763699,-0.3146
-70.636254011,41.346057501,-5.77066185427307,-5.30496185427307,-0.3657
-70.636250696,41.346060399,-5.77042438090914,-5.30302438090914,-0.3674
-70.636247599,41.34606348,-5.75358690754521,-5.30108690754521,-0.3525
-70.636244566,41.346066346,-5.74614943418129,-5.29914943418129,-0.347
-70.636240828,41.34606859,-5.69731196081736,-5.29721196081736,-0.3001
-70.636236864,41.346070746,-5.64647448745343,-5.29527448745343,-0.2512
-70.636233105,41.346073019,-5.64563701408951,-5.29333701408951,-0.2523
-70.636229016,41.346074838,-5.64679954072558,-5.29139954072558,-0.2554
-70.636224526,41.346076223,-5.64685983645015,-5.30445983645015,-0.2424
-70.636220421,41.346077652,-5.64499825367941,-5.33299825367942,-0.212
-70.636216504,41.346078888,-5.59323667090868,-5.36153667090868,-0.1317
-70.636212271,41.346080138,-5.53011618168564,-5.38651618168564,-0.0436
-70.63620782,41.346081182,-5.52001618168564,-5.38651618168564,-0.0335
-70.636203341,41.346081915,-5.55001618168564,-5.38651618168564,-0.0635
-70.636198935,41.346082458,-5.55671618168564,-5.38651618168564,-0.0702
-70.636194487,41.346082645,-5.54252978964198,-5.39092978964198,-0.0516
-70.63618985,41.346082797,-5.54852579805233,-5.39722579805233,-0.0513
-70.636185274,41.346082628,-5.57032180646269,-5.40352180646269,-0.0668
-70.636180766,41.346082075,-5.57834793969937,-5.40514793969937,-0.0732
-70.636176145,41.346081498,-5.61324793969937,-5.40514793969937,-0.1081
-70.63617135,41.34608094,-5.67484793969937,-5.40514793969937,-0.1697
-70.636166442,41.346080302,-5.71394793969937,-5.40514793969937,-0.2088
-70.636161226,41.346079377,-5.70304793969937,-5.40514793969937,-0.1979
-70.636155625,41.346078628,-5.66284793969937,-5.40514793969937,-0.1577
-70.63614983,41.346078556,-5.61584703501488,-5.42214703501488,-0.0937
-70.636143634,41.346078661,-5.58572481004449,-5.46712481004449,-0.0186
-70.636136592,41.346078535,-5.63570258507409,-5.51210258507409,-0.0236
-70.636129718,41.346078296,-5.7120803601037,-5.5570803601037,-0.055
-70.636122726,41.346078572,-5.77882886878615,-5.58342886878615,-0.0954
-70.636115868,41.346078866,-5.83153463779764,-5.60933463779764,-0.1222
-70.636108991,41.34607836,-5.83114040680913,-5.63524040680913,-0.0959
-70.636101878,41.346077753,-5.84474617582062,-5.66114617582062,-0.0836
-70.636094681,41.346077939,-5.87915194483211,-5.68705194483211,-0.0921
-70.636087389,41.346078462,-5.88175771384361,-5.71295771384361,-0.0688
-70.636079628,41.346078682,-5.9131634828551,-5.7388634828551,-0.0743
-70.636071919,41.346078807,-6.00146925186659,-5.76476925186659,-0.1367
-70.636064506,41.346079241,-5.8944147690872,-5.6117147690872,-0.1827
-70.63605704,41.346079731,-5.74394730336342,-5.42414730336342,-0.2198
-70.636049396,41.346079757,-5.59937983763964,-5.23657983763964,-0.2628
-70.636041626,41.346079703,-5.63198637805341,-5.26578637805341,-0.2662
-70.636034096,41.346080194,-5.63446881525132,-5.32476881525132,-0.2097
-70.636026534,41.34608126,-5.66605125244922,-5.38375125244922,-0.1823
-70.636018758,41.346082244,-5.69723368964712,-5.44273368964712,-0.1545
-70.636010835,41.346082654,-5.73311612684503,-5.50171612684503,-0.1314
-70.636003233,41.346083354,-5.80169856404293,-5.56069856404293,-0.141
-70.635996015,41.346084277,-5.86181465193138,-5.61561465193138,-0.1462
-70.635988413,41.34608486,-5.87907478563421,-5.60977478563422,-0.1693
-70.635980892,41.346084817,-5.88363491933705,-5.60393491933705,-0.1797
-70.635973685,41.346085398,-5.85939505303989,-5.59809505303989,-0.1613
-70.63596667,41.346086513,-5.78338799659368,-5.53158799659368,-0.1518
-70.635959491,41.346087699,-5.72941842565873,-5.43961842565873,-0.1898
-70.635952154,41.346088344,-5.63784885472377,-5.34764885472377,-0.1902
-70.635944968,41.346088863,-5.61657801457248,-5.33377801457248,-0.1828
-70.635938158,41.346089799,-5.73008685212986,-5.44858685212987,-0.1815
-70.635931507,41.346090731,-5.85389568968725,-5.56339568968725,-0.1905
-70.63592476,41.346091229,-5.81729397601183,-5.53659397601183,-0.1807
-70.635918052,41.346091576,-5.73243523428291,-5.45273523428291,-0.1797
-70.635911708,41.346092215,-5.65617649255399,-5.36887649255399,-0.1873
-70.635905398,41.346093246,-5.6200391692944,-5.3183391692944,-0.2017
-70.63589946,41.346093902,-5.62896613093974,-5.35076613093974,-0.1782
-70.635893783,41.346094091,-5.57249309258509,-5.38319309258509,-0.0893
-70.6358878,41.34609448,-5.58882005423043,-5.41562005423043,-0.0732
-70.635881976,41.346095202,-5.67834701587577,-5.44804701587577,-0.1303
-70.635876293,41.34609574,-5.70967397752112,-5.48047397752112,-0.1292
-70.63587049,41.346095977,-5.73470093916646,-5.51290093916646,-0.1218
-70.635864877,41.346096039,-5.7838279008118,-5.5453279008118,-0.1385
-70.635859661,41.346096132,-5.76495486245715,-5.57775486245715,-0.0872
-70.635854887,41.346096078,-5.69838182410249,-5.61018182410249,0.0118
-70.635849899,41.34609597,-5.65979891068973,-5.62259891068973,0.0628
-70.635844658,41.346095959,-5.66533538174321,-5.56253538174321,-0.0028
-70.635839588,41.346096145,-5.60167185279668,-5.50247185279668,0.0008
-70.635834358,41.346096408,-5.54834098830149,-5.50894098830149,0.0606
-70.635829146,41.346096769,-5.52489331239531,-5.51679331239531,0.0919
-70.635823874,41.346096808,-5.53894563648914,-5.52464563648914,0.0857
-70.635818729,41.346096387,-5.57339796058296,-5.53249796058296,0.0591
-70.635813659,41.346095554,-5.64015028467678,-5.54035028467678,0.0002
-70.6358085,41.34609485,-5.72890260877061,-5.54820260877061,-0.0807
-70.635803452,41.346094244,-5.81575493286443,-5.55605493286443,-0.1597
-70.635798443,41.346093237,-5.83870725695825,-5.56390725695825,-0.1748
-70.635793338,41.346092087,-5.85405958105208,-5.57175958105208,-0.1823
-70.635788261,41.346091414,-5.86626412596121,-5.55426412596121,-0.212
-70.635783409,41.346091244,-5.76016510912127,-5.45596510912127,-0.2042
-70.635778215,41.346090511,-5.63146609228133,-5.35766609228133,-0.1738
-70.635772716,41.346089567,-5.56066707544139,-5.2593670754414,-0.2013
-70.63576733,41.346089306,-5.62369372435552,-5.26629372435552,-0.2574
-70.635761972,41.346089582,-5.67973148131984,-5.28153148131984,-0.2982
-70.635756536,41.34608969,-5.69246923828416,-5.29676923828416,-0.2957
-70.63575124,41.346089281,-5.65420699524848,-5.31200699524848,-0.2422
-70.63574611,41.346088991,-5.6204447522128,-5.3272447522128,-0.1932
-70.635741007,41.346089005,-5.63318250917712,-5.34248250917712,-0.1907
-70.635735867,41.346088683,-5.65912026614144,-5.35772026614144,-0.2014
-70.635730458,41.346088097,-5.6871305634996,-5.3836305634996,-0.2035
-70.635725188,41.346087988,-5.71712985225563,-5.42572985225564,-0.1914
-70.635720131,41.346088312,-5.65172914101167,-5.46782914101167,-0.0839
-70.635715046,41.34608865,-5.57565190608333,-5.50995190608333,0.0343
-70.635709886,41.346089039,-5.56746506050916,-5.55216506050916,0.0847
-70.6357047,41.346089501,-5.61907821493499,-5.59437821493499,0.0753
-70.635699586,41.346089819,-5.64249136936082,-5.63659136936082,0.0941
-70.635694359,41.346089899,-5.67060452378665,-5.67880452378665,0.1082
-70.635689179,41.346090135,-5.73561767821248,-5.72101767821248,0.0854
-70.635684077,41.346090492,-5.8081308326383,-5.7632308326383,0.0551
-70.635679245,41.346090563,-5.80005913864358,-5.78395913864358,0.0839
-70.635674299,41.346090262,-5.7647245785914,-5.7724245785914,0.1077
-70.63566922,41.346090202,-5.78419001853921,-5.76089001853921,0.0767
-70.63566436,41.346090462,-5.81055795974645,-5.75225795974645,0.0417
-70.635659653,41.346090457,-5.79352674495162,-5.77522674495162,0.0817
-70.635654829,41.346090276,-5.77159553015679,-5.79819553015679,0.1266
-70.635650011,41.34609055,-5.81326431536196,-5.82116431536196,0.1079
-70.635645155,41.346091002,-5.85680311769903,-5.81430311769903,0.0575
-70.635640039,41.346091114,-5.9231109492253,-5.7977109492253,-0.0254
-70.635635073,41.346091076,-5.95561878075157,-5.78111878075157,-0.0745
-70.63563039,41.346091005,-5.90902661227784,-5.76452661227784,-0.0445
-70.635625581,41.346090932,-5.87233444380411,-5.74793444380411,-0.0244
-70.635620799,41.346091235,-5.92664227533038,-5.73134227533038,-0.0953
-70.635615965,41.346091402,-5.98525010685665,-5.71475010685665,-0.1705
-70.635610832,41.346091096,-5.97415793838292,-5.69815793838292,-0.176
-70.635605707,41.346091117,-5.97406576990919,-5.68156576990919,-0.1925
-70.635600971,41.346091808,-5.95817360143546,-5.66497360143546,-0.1932
-70.635596319,41.346092664,-5.92918143296173,-5.64838143296173,-0.1808
-70.635591156,41.346092835,-5.895189264488,-5.631789264488,-0.1634
-70.635586041,41.346092747,-6.00511196346869,-5.72561196346869,-0.1795
-70.635581274,41.34609335,-5.90533073175126,-5.57543073175126,-0.2299
-70.635576491,41.346094261,-5.83734950003384,-5.42524950003384,-0.3121
-70.635571391,41.346094434,-5.72896826831641,-5.27506826831641,-0.3539
-70.635566323,41.346093927,-5.67271358079711,-5.22041358079711,-0.3523
-70.635561496,41.346094228,-5.65887307863924,-5.20347307863924,-0.3554
-70.635556874,41.346094827,-5.65313257648137,-5.18653257648137,-0.3666
-70.6355521,41.34609491,-5.6384920743235,-5.1695920743235,-0.3689
-70.635547029,41.346094844,-5.63208175164968,-5.15898175164968,-0.3731
-70.635542183,41.346095148,-5.64340443410402,-5.17340443410402,-0.37
-70.635537379,41.346095811,-5.60812711655835,-5.18782711655835,-0.3203
-70.635532564,41.346096376,-5.58174979901269,-5.20224979901269,-0.2795
-70.635527566,41.346096718,-5.57857248146703,-5.21667248146703,-0.2619
-70.635522399,41.346096988,-5.60719516392136,-5.23109516392136,-0.2761
-70.635517349,41.346097389,-5.6173178463757,-5.2455178463757,-0.2718
-70.63551221,41.34609817,-5.66586214015793,-5.26726214015793,-0.2986
-70.635507154,41.34609875,-5.71357672982763,-5.29527672982763,-0.3183
-70.635502148,41.346099019,-5.70889131949733,-5.32329131949733,-0.2856
-70.635496862,41.346099109,-5.71760590916703,-5.35130590916703,-0.2663
-70.635491775,41.346099385,-5.72002049883674,-5.37932049883674,-0.2407
-70.635486948,41.346099688,-5.68863508850644,-5.40733508850644,-0.1813
-70.635481952,41.346099932,-5.67074967817614,-5.43534967817614,-0.1354
-70.635476848,41.346100311,-5.69919207456966,-5.44339207456966,-0.1558
-70.635471801,41.346100797,-5.72269207456966,-5.44339207456966,-0.1793
-70.635466772,41.346101169,-5.71253876851221,-5.44343876851221,-0.1691
-70.635461676,41.346101606,-5.70685327297097,-5.46095327297097,-0.1459
-70.635456761,41.346102247,-5.70776777742973,-5.47846777742973,-0.1293
-70.635451971,41.34610267,-5.68668228188849,-5.49598228188849,-0.0907
-70.63544704,41.346102966,-5.69079678634725,-5.51349678634725,-0.0773
-70.635442118,41.346103434,-5.74071129080601,-5.53101129080602,-0.1097
-70.6354374,41.3461039,-5.71512579526478,-5.54852579526478,-0.0666
-70.635432581,41.346104331,-5.66717271820243,-5.58597271820243,0.0188
-70.635427897,41.346105059,-5.69018959087758,-5.64758959087758,0.0574
-70.635423063,41.346105584,-5.72870646355273,-5.70920646355273,0.0805
-70.635418143,41.346105819,-5.76129862214287,-5.76839862214287,0.1071
-70.635413463,41.346105831,-5.69214108627003,-5.74994108627003,0.1578
-70.635408643,41.346105973,-5.64328355039719,-5.73148355039719,0.1882
-70.635403694,41.346106441,-5.63642601452435,-5.71302601452435,0.1766
-70.635398787,41.346106909,-5.65356847865151,-5.69456847865151,0.141
-70.635393789,41.346107024,-5.64081094277867,-5.67611094277867,0.1353
-70.635388741,41.346107172,-5.66895340690583,-5.65765340690583,0.0887
-70.635383828,41.346107587,-5.70729587103299,-5.63919587103299,0.0319
-70.635378984,41.346107782,-5.72923833516015,-5.62073833516015,-0.0085
-70.635374158,41.346107465,-5.76978099090738,-5.61598099090738,-0.0538
-70.635369467,41.346107056,-5.81178099090738,-5.61598099090738,-0.0958
-70.635364907,41.346106877,-5.82308099090738,-5.61598099090738,-0.1071
-70.635360133,41.346106801,-5.85058814353912,-5.60388814353912,-0.1467
-70.635355426,41.346106833,-5.90525470700978,-5.58705470700978,-0.2182
-70.635350675,41.346106663,-5.93932127048044,-5.57022127048044,-0.2691
-70.635345873,41.346106372,-5.96338783395111,-5.55338783395111,-0.31
-70.635341216,41.346106414,-5.97995439742177,-5.53655439742177,-0.3434
-70.635336494,41.346106569,-5.97332096089243,-5.51972096089243,-0.3536
-70.635331751,41.346106787,-5.98458752436309,-5.50288752436309,-0.3817
-70.635327009,41.346106899,-5.97594858629651,-5.50124858629651,-0.3747
-70.635322303,41.346106921,-5.94984858629651,-5.50124858629651,-0.3486
-70.635317461,41.34610712,-5.97584858629651,-5.50124858629651,-0.3746
-70.635312568,41.346107645,-6.03248745187241,-5.50448745187241,-0.428
-70.635307533,41.346107588,-6.01701479001547,-5.51011479001547,-0.4069
-70.635302471,41.346107221,-5.97334212815853,-5.51574212815853,-0.3576
-70.635297587,41.34610747,-5.9609724746748,-5.5214724746748,-0.3395
-70.635292976,41.346108047,-5.95378907773437,-5.52748907773437,-0.3263
-70.635287931,41.346108173,-5.90430568079394,-5.53350568079394,-0.2708
-70.635282707,41.346108211,-5.8831222838535,-5.5395222838535,-0.2436
-70.635277835,41.346108884,-5.85633888691307,-5.54553888691307,-0.2108
-70.635273228,41.34610973,-5.79725548997263,-5.55155548997263,-0.1457
-70.635268518,41.346110124,-5.7686720930322,-5.5575720930322,-0.1111
-70.635263451,41.346110115,-5.79308869609177,-5.56358869609177,-0.1295
-70.63525874,41.346110135,-5.78600529915133,-5.56960529915133,-0.1164
-70.635254228,41.34611051,-5.7433219022109,-5.5756219022109,-0.0677
-70.635249441,41.34611102,-5.74793850527047,-5.58163850527047,-0.0663
-70.635244521,41.346111116,-5.78665510833003,-5.58765510833003,-0.099
-70.635239575,41.34611095,-5.8070717113896,-5.5936717113896,-0.1134
-70.635234668,41.346110975,-5.95328417126223,-5.76038417126223,-0.0929
-70.635229871,41.346111147,-5.86735209329854,-5.70835209329854,-0.059
-70.635225001,41.346111279,-5.79292001533484,-5.65632001533484,-0.0366
-70.635220142,41.346111233,-5.71885231390516,-5.61175231390516,-0.0071
-70.635215059,41.346111489,-5.71243542824042,-5.59293542824042,-0.0195
-70.635210165,41.34611215,-5.74081854257568,-5.57411854257569,-0.0667
-70.635205261,41.346112768,-5.76330165691095,-5.55530165691095,-0.108
-70.635200133,41.346113224,-5.77058477124621,-5.53648477124621,-0.1341
-70.635195009,41.346113568,-5.77806788558147,-5.51766788558147,-0.1604
-70.635190161,41.346114107,-5.75645099991674,-5.49885099991674,-0.1576
-70.635185511,41.34611473,-5.669634114252,-5.480034114252,-0.0896
-70.635180644,41.346114955,-5.61401722858726,-5.46121722858726,-0.0528
-70.635175739,41.346114986,-5.60770034292253,-5.44240034292253,-0.0653
-70.635170961,41.346115042,-5.61879116417481,-5.42219116417481,-0.0966
-70.635166047,41.346115188,-5.62721280698514,-5.38111280698514,-0.1461
-70.635161078,41.346115167,-5.65293444979548,-5.34003444979548,-0.2129
-70.635156145,41.346115088,-5.63865609260581,-5.29895609260581,-0.2397
-70.635151129,41.346115016,-5.63024560195882,-5.26824560195882,-0.262
-70.635146147,41.346115258,-5.63315648034818,-5.24025648034818,-0.2929
-70.63514136,41.346115665,-5.60931844279928,-5.21591844279928,-0.2934
-70.635136525,41.346116,-5.61219340869598,-5.24949340869598,-0.2627
-70.635131803,41.346116196,-5.58266837459269,-5.28306837459269,-0.1996
-70.635127094,41.346116483,-5.5760433404894,-5.3166433404894,-0.1594
-70.63512227,41.346116861,-5.59166400755381,-5.31776400755381,-0.1739
-70.635117486,41.346116959,-5.59509533261453,-5.30079533261453,-0.1943
-70.635112724,41.346116889,-5.57672665767526,-5.28382665767526,-0.1929
-70.63510777,41.346117104,-5.62018428036209,-5.27618428036209,-0.244
-70.635102934,41.346117395,-5.67372913471114,-5.29932913471114,-0.2744
-70.635098314,41.34611714,-5.64837398906019,-5.32247398906019,-0.2259
-70.635093555,41.346117105,-5.64811884340923,-5.34561884340923,-0.2025
-70.635088976,41.346117601,-5.70716369775828,-5.36876369775828,-0.2384
-70.635084486,41.346117933,-5.70630855210732,-5.39190855210732,-0.2144
-70.635079656,41.346117878,-5.69245340645637,-5.41505340645637,-0.1774
-70.63507497,41.346118262,-5.72596940151266,-5.43316940151266,-0.1928
-70.635070247,41.346119208,-5.76075279591577,-5.44765279591577,-0.2131
-70.635065506,41.346119866,-5.75343619031887,-5.46213619031887,-0.1913
-70.635060958,41.346119538,-5.64531958472198,-5.47661958472198,-0.0687
-70.635056321,41.346119588,-5.58570297912509,-5.49110297912509,0.0054
-70.635051636,41.346120501,-5.65301193079478,-5.51311193079478,-0.0399
-70.635046852,41.346121367,-5.73752233308776,-5.55272233308776,-0.0848
-70.635042094,41.346121125,-5.70323273538075,-5.59233273538075,-0.0109
-70.635037495,41.34612097,-5.67444313767373,-5.63194313767373,0.0575
-70.635032853,41.346121882,-5.66027912527113,-5.62507912527113,0.0648
-70.635028107,41.346122867,-5.73449760745753,-5.61349760745753,-0.021
-70.635023245,41.346122415,-5.74301608964394,-5.60191608964394,-0.0411
-70.63501839,41.346121423,-5.75033457183035,-5.59033457183035,-0.06
-70.635013461,41.346121614,-5.77055305401675,-5.57875305401675,-0.0918
-70.635008866,41.346122438,-5.77227153620316,-5.56717153620316,-0.1051
-70.63500428,41.34612187,-5.72406012409507,-5.55326012409507,-0.0708
-70.634999654,41.346120637,-5.72853187922552,-5.53103187922552,-0.0975
-70.634995111,41.34611975,-5.74230363435596,-5.50880363435596,-0.1335
-70.634990424,41.346119069,-5.74387538948641,-5.48657538948641,-0.1573
-70.634985865,41.346117694,-5.77104714461686,-5.46434714461686,-0.2067
-70.634982085,41.346115313,-5.74951889974731,-5.44211889974731,-0.2074
-70.634978502,41.346112634,-5.71899065487775,-5.41989065487775,-0.1991
-70.634974883,41.346110264,-5.6998624100082,-5.3976624100082,-0.2022
-70.634971303,41.34610775,-5.68823416513865,-5.37543416513865,-0.2128
-70.634968267,41.346104768,-5.70340380482908,-5.36690380482908,-0.2365
-70.634965829,41.346101439,-5.72400380482908,-5.36690380482908,-0.2571
-70.634963245,41.34609821,-5.74110380482908,-5.36690380482908,-0.2742
-70.634960653,41.346094915,-5.78275271459287,-5.37885271459288,-0.3039
-70.634958401,41.346091385,-5.84283818890019,-5.41753818890019,-0.3253
-70.634956728,41.3460877,-5.8911236632075,-5.4562236632075,-0.3349
-70.634955156,41.34608398,-5.93760913751481,-5.49490913751481,-0.3427
-70.634953375,41.346080411,-5.98059461182212,-5.53359461182212,-0.347
-70.63495185,41.346076874,-5.99158008612943,-5.57228008612943,-0.3193
-70.634951079,41.34607321,-5.98156556043674,-5.61096556043674,-0.2706
-70.634950603,41.346069513,-5.98675103474405,-5.64965103474405,-0.2371
-70.634949958,41.346065865,-6.00453650905136,-5.68833650905137,-0.2162
-70.63494939,41.34606217,-6.00632198335868,-5.72702198335868,-0.1793
-70.634949393,41.346058547,-6.00049679080318,-5.77479679080318,-0.1257
-70.634949801,41.346054832,-5.99933040305073,-5.82353040305073,-0.0758
-70.634950428,41.346051174,-6.01476401529827,-5.87226401529827,-0.0425
-70.63495119,41.346047581,-6.01999762754582,-5.92099762754582,0.001
-70.634952043,41.346043996,-6.00923123979336,-5.96973123979336,0.0605
-70.634953289,41.346040395,-6.01756485204091,-6.01846485204091,0.1009
-70.634954756,41.346036798,-6.03366856872122,-6.06006856872122,0.1264
-70.634955835,41.346033178,-6.06198186210873,-6.07698186210873,0.115
-70.63495624,41.346029661,-6.10689515549624,-6.09389515549624,0.087
-70.6349567,41.346026137,-6.15130844888374,-6.11080844888374,0.0595
-70.634957557,41.346022482,-6.14961873083127,-6.06911873083127,0.0195
-70.634958012,41.346018835,-6.14557881786733,-6.01307881786733,-0.0325
-70.634957627,41.346015259,-6.14983890490339,-5.95703890490339,-0.0928
-70.634957177,41.346011697,-6.16522148864634,-5.91702148864634,-0.1482
-70.634957284,41.346008054,-6.16305217909126,-5.90195217909126,-0.1611
-70.634957375,41.346004413,-6.16368286953618,-5.88688286953618,-0.1768
-70.634956819,41.346000866,-6.15511355998109,-5.87181355998109,-0.1833
-70.634956325,41.345997303,-6.15194425042601,-5.85674425042601,-0.1952
-70.634956419,41.345993744,-6.14003695822359,-5.84403695822359,-0.196
-70.634956635,41.345990126,-6.15040686881026,-5.83840686881027,-0.212
-70.634956391,41.345986558,-6.16337677939694,-5.83277677939694,-0.2306
-70.634955864,41.34598301,-6.20484668998361,-5.82714668998361,-0.2777
-70.634955888,41.345979426,-6.23751660057029,-5.82151660057029,-0.316
-70.634956326,41.345975875,-6.24358651115696,-5.81588651115696,-0.3277
-70.634956473,41.345972387,-6.22655642174364,-5.81025642174364,-0.3163
-70.634956475,41.345968905,-6.21251938336301,-5.82001938336301,-0.2925
-70.634956912,41.345965456,-6.22154096387473,-5.84804096387473,-0.2735
-70.634957747,41.345961991,-6.24366254438646,-5.87606254438646,-0.2676
-70.634958223,41.345958506,-6.29305232576836,-5.90425232576836,-0.2888
-70.634958289,41.34595506,-6.36090252689805,-5.93830252689805,-0.3226
