longitude,latitude,depth_from_xducer_no_heave_comp
-70.6373317260222,41.3484769172229,13.0422306096121
-70.6373313494883,41.3484709571026,10.3553349802635
-70.6373301488128,41.3484570894377,15.7977695579587
-70.6373295555962,41.3484517930805,NaN
-70.6373287802679,41.3484448707926,7.69981915388529
-70.6373270859448,41.348437893768,18.1512547807459
-70.6373233333782,41.3484240493259,8.50392660500424
-70.6373209882277,41.3484123581693,16.6018770090777
-70.6373199579112,41.348407039497,NaN
-70.6373182418893,41.3483995399514,9.59535537707178
-70.6373159856547,41.3483912444039,16.8666440966412
-70.6373113279602,41.3483750267015,14.4150969895713
-70.6373019858749,41.3483460068735,10.3553349802635
-70.6373019474198,41.3483458675572,17.945324823752
-70.6372999965428,41.3483387998529,NaN
-70.6372985323395,41.3483331789668,8.33133768866651
-70.63729821942,41.3483305065738,NaN
-70.6372969548767,41.3483261503913,6.7221421675858
-70.6372960204047,41.3483235292143,16.5234275016515
-70.6372955643024,41.3483222498558,13.4835090888847
-70.6372943945234,41.3483205324903,NaN
-70.6372926390673,41.3483185274758,14.8171507151308
-70.6372908782914,41.3483165163851,13.3069976971757
-70.6372898954205,41.3483129131741,5.86115882358283
-70.6372896724882,41.3483104563716,NaN
-70.6372899029136,41.3483104999656,9.02071273517458
-70.6372903672438,41.3483105819031,NaN
-70.6372911001512,41.3483106470505,9.50023534931746
-70.6372923259447,41.3483147466404,NaN
-70.6372923261089,41.3483147470621,NaN
-70.6372923439543,41.3483147929149,15.454552962969
-70.6372923597526,41.3483148335079,13.1304863054666
-70.6372923903185,41.3483149120453,7.02907586539096
-70.6372922310509,41.3483149681824,10.0121183852737
-70.63729143085,41.3483150486015,9.97289363156055
-70.6372914306124,41.3483150487948,7.23990891659897
-70.6372913533603,41.3483151115968,13.003005855899
-70.6372915555555,41.3483168476697,1.28363006526182
-70.6372917991294,41.3483181482513,NaN
-70.637295639549,41.3483162251934,NaN
-70.6372975601736,41.348314778345,9.05895687004487
-70.6373031474325,41.348309115228,NaN
-70.6373028034971,41.3483092139022,3.2174104233186
-70.6373023490962,41.3483093835803,NaN
-70.6373018538179,41.3483095685223,NaN
-70.6373013800644,41.3483094084185,2.35544646047281
-70.6373004770408,41.3483089266592,NaN
-70.6373013851472,41.348297819628,NaN
-70.6373000896064,41.348291865677,NaN
-70.637296383524,41.3482489024372,1.22577355353497
-70.6372954259132,41.3482340122281,1.45523836275672
-70.6372872980476,41.3481801261077,1.70431554883503
-70.6372830358005,41.3481673846057,1.66607141396474
-70.6372800445379,41.3481544283646,1.8190479534459
-70.6372796948125,41.3481468672822,1.91514860004304
-70.6372796936851,41.3481468429072,1.6856837908213
-70.6372793005023,41.3481383422716,1.83866033030246
-70.637279020504,41.3481020102821,1.80041619543217
-70.6372790102745,41.3480965831812,NaN
-70.6372790512819,41.3480950784625,2.01124924664019
-70.6372802321633,41.3480820217782,1.99163686978363
-70.6372862405471,41.3480410834934,2.16422578612135
-70.6372893136229,41.348028411513,2.1063692743945
-70.6372940023284,41.3479991720901,2.14559402810762
-70.6372967650549,41.3479486020231,2.70062429314825
-70.637296694277,41.347940695825,2.56627951168082
-70.6372959569251,41.3478872562745,2.26032643271849
-70.6372955613407,41.3478664323957,2.2220822978482
-70.6372999131591,41.347802913817,2.66238015827796
-70.6373005725832,41.3477961240228,2.70062429314825
-70.6373016177909,41.3477825564383,2.54764775366709
-70.6373016154263,41.3477825426318,2.5094036187968
-70.63730045755,41.3477757820052,2.47115948392651
-70.6372976586321,41.347759687233,2.47115948392651
-70.6372957779819,41.3477545487505,2.48979124194024
-70.6372939036077,41.3477494274158,2.52803537681053
-70.6372881902849,41.347733176933,2.83496907461569
-70.637287611252,41.3477311493029,3.00657737211058
-70.6372871451381,41.3477293697527,2.93008910237
-70.6372861146957,41.3477255619208,2.85360083262942
-70.6372846556366,41.3477203376946,2.66238015827796
-70.6372839685828,41.3477186384269,2.71925605116199
-70.6372834031933,41.3477174158733,2.66238015827796
-70.6372828784428,41.3477162811941,2.6810119162917
-70.6372805518308,41.347710550776,2.75750018603228
-70.6372804530845,41.3477081385949,2.75750018603228
-70.6372819746783,41.3477010469312,2.6427677814214
-70.6372818217238,41.3476978015164,2.62413602340767
-70.6372816652519,41.3476944814664,2.62413602340767
-70.6372828065419,41.3476901666662,3.04482150698088
-70.6372835629322,41.3476893104589,3.00657737211058
-70.637274991305,41.3476908532892,2.7967249397454
-70.6372665042333,41.3476954628514,2.87321320948598
-70.6372398312488,41.3477151789448,2.48979124194024
-70.6372353651704,41.3477240907973,2.56627951168082
-70.6372297847965,41.3477352261746,2.47115948392651
-70.6372025420927,41.3477688706312,2.71925605116199
-70.6371972406674,41.3477747573695,2.6810119162917
-70.6371970816995,41.3477749338885,2.62413602340767
-70.6371890205159,41.34778281186,2.60452364655111
-70.6371787095292,41.3477927288108,2.70062429314825
-70.6371683889787,41.3478026549599,2.62413602340767
-70.6371597220714,41.347812664216,2.60452364655111
-70.6371515226894,41.3478227147685,2.60452364655111
-70.6371356427943,41.3478432972006,2.66238015827796
-70.6371279199111,41.3478542845225,2.66238015827796
-70.6371200771586,41.3478654423821,2.85360083262942
-70.6371116739445,41.3478748733195,2.7967249397454
-70.637096913605,41.3478903139676,2.52803537681053
-70.6370827706646,41.3479071691993,2.31720232560251
-70.637059173271,41.3479355231,2.24071405586193
-70.6370526772113,41.3479430591868,2.16422578612135
-70.637035907079,41.3479629665371,2.06812513952421
-70.6370275430434,41.3479730346037,2.04949338151048
-70.6369900169795,41.3479996226016,1.9347609768996
-70.6369764256446,41.3480019810083,1.91514860004304
-70.6369362487821,41.3479982524999,2.26032643271849
-70.6369307400743,41.3479955839096,2.48979124194024
-70.6369101156819,41.3479843354306,2.31769263502393
-70.6369071185208,41.3479727706663,2.14559402810762
-70.6369041341128,41.3479612551112,1.6856837908213
-70.6369040982876,41.3479442536973,2.18383816297791
-70.6369119884215,41.3479235561038,2.27895819073222
-70.6369313356837,41.3479064822594,2.20246992099164
-70.6369427644521,41.3478989248095,2.47115948392651
-70.6369535323878,41.3478938981546,2.70062429314825
-70.636959486082,41.3478920991509,2.73886842801855
-70.6369969019777,41.3478730341746,2.37505883732937
-70.6370041165332,41.3478606644179,2.3936905953431
-70.6370083327464,41.347827059059,2.54764775366709
-70.6370053726912,41.3478137516111,2.70062429314825
-70.6369969803964,41.3477751271512,2.62413602340767
-70.636996972578,41.3477750909919,2.81535669775913
-70.6369955773996,41.347768258483,2.7967249397454
-70.6369940034018,41.3477553339658,2.87321320948598
-70.6369893873101,41.3477167124832,3.10267801870773
-70.6369881108887,41.347705686624,2.98794561409685
-70.6369866345268,41.3476929336589,2.91145734435627
-70.636986428231,41.3476799605468,2.91145734435627
-70.6369862009996,41.3476545462699,3.00657737211058
-70.6369870063244,41.3476070965107,2.96833323724029
-70.6369874627714,41.3475950430135,3.06443388383743
-70.6369876659695,41.3475677944628,3.38999933965632
-70.6369874019375,41.3475572069789,3.38999933965632
-70.6369862979912,41.3475207947512,3.2174104233186
-70.6369859242156,41.3475077905214,3.2174104233186
-70.6369859412509,41.3474977468591,3.10267801870773
-70.6369859412901,41.3474977237631,3.12229039556429
-70.6369859584579,41.3474876019794,3.17916628844831
-70.6369859801938,41.3474747869434,3.19877866530487
-70.6369865278642,41.3474616781029,3.17916628844831
-70.636987203969,41.3474488809201,3.33214282792947
-70.6369878823217,41.347436041189,3.27526693504545
-70.6369883284703,41.347424863306,3.54297587913749
-70.6369885001579,41.3474201086234,3.69693303746148
-70.6369888865007,41.347409409326,3.7920530652158
-70.6369893758298,41.3473845995492,3.63907652573463
-70.6369894414115,41.3473721079311,3.52434412112376
-70.6369881603071,41.347349742088,3.33214282792947
-70.6369865870174,41.3473365818554,3.29389869305918
-70.6369866196934,41.3472980896123,3.04482150698088
-70.636986622321,41.3472980527026,3.04482150698088
-70.6369873080853,41.3472884197504,3.04482150698088
-70.6369878222294,41.3472758128527,3.14092215357802
-70.6369886525892,41.3472382470151,2.96833323724029
-70.636988652977,41.3472381944392,2.87321320948598
-70.6369887200025,41.347229107416,2.83496907461569
-70.6369888028764,41.3472178717352,2.83496907461569
-70.6369905642127,41.3471786963434,2.70062429314825
-70.636990986509,41.347165621933,2.62413602340767
-70.6369901039362,41.3471205657227,3.04482150698088
-70.6369894391804,41.3471071585752,2.98794561409685
-70.6369882068447,41.3470698882299,2.81535669775913
-70.6369885919892,41.3470422592461,2.62413602340767
-70.6369895282248,41.3470289369571,2.62413602340767
-70.6369911620745,41.3470053353986,2.93008910237
-70.6369919873894,41.3469930412876,2.94970147922656
-70.6369910116201,41.3469462337199,2.31720232560251
-70.6369885013556,41.3469052288728,2.26032643271849
-70.6369883796222,41.3468973857123,2.31720232560251
-70.6369883865831,41.3468972788907,2.52803537681053
-70.6369891660292,41.3468853175735,2.66238015827796
-70.6369899253997,41.3468454162816,2.02988100465392
-70.636989360499,41.3468326063759,NaN
-70.6369893556269,41.3468075030655,1.99163686978363
-70.6369903311396,41.3467663271841,2.02988100465392
-70.6369904414695,41.3467554743244,2.24071405586193
-70.6369904976137,41.346728536374,2.43193473021339
